filepath,label,source
master_dataset/kaggle/benign/benign_91778.png,benign,kaggle
master_dataset/kaggle/benign/benign_4342.png,benign,kaggle
master_dataset/kaggle/benign/benign_14766.png,benign,kaggle
master_dataset/kaggle/benign/benign_86204.png,benign,kaggle
master_dataset/kaggle/benign/benign_52733.png,benign,kaggle
master_dataset/kaggle/benign/benign_44151.png,benign,kaggle
master_dataset/kaggle/benign/benign_90466.png,benign,kaggle
master_dataset/kaggle/benign/benign_88229.png,benign,kaggle
master_dataset/kaggle/benign/benign_62828.png,benign,kaggle
master_dataset/kaggle/benign/benign_15478.png,benign,kaggle
master_dataset/kaggle/benign/benign_64281.png,benign,kaggle
master_dataset/kaggle/benign/benign_2733.png,benign,kaggle
master_dataset/kaggle/benign/benign_12317.png,benign,kaggle
master_dataset/kaggle/benign/benign_80675.png,benign,kaggle
master_dataset/kaggle/benign/benign_54342.png,benign,kaggle
master_dataset/kaggle/benign/benign_74092.png,benign,kaggle
master_dataset/kaggle/benign/benign_97309.png,benign,kaggle
master_dataset/kaggle/benign/benign_40337.png,benign,kaggle
master_dataset/kaggle/benign/benign_94600.png,benign,kaggle
master_dataset/kaggle/benign/benign_29381.png,benign,kaggle
master_dataset/kaggle/benign/benign_58578.png,benign,kaggle
master_dataset/kaggle/benign/benign_7893.png,benign,kaggle
master_dataset/kaggle/benign/benign_6555.png,benign,kaggle
master_dataset/kaggle/benign/benign_39192.png,benign,kaggle
master_dataset/kaggle/benign/benign_67788.png,benign,kaggle
master_dataset/kaggle/benign/benign_16171.png,benign,kaggle
master_dataset/kaggle/benign/benign_30808.png,benign,kaggle
master_dataset/kaggle/benign/benign_84413.png,benign,kaggle
master_dataset/kaggle/benign/benign_50124.png,benign,kaggle
master_dataset/kaggle/benign/benign_9666.png,benign,kaggle
master_dataset/kaggle/benign/benign_19242.png,benign,kaggle
master_dataset/kaggle/benign/benign_47458.png,benign,kaggle
master_dataset/kaggle/benign/benign_66496.png,benign,kaggle
master_dataset/kaggle/benign/benign_49475.png,benign,kaggle
master_dataset/kaggle/benign/benign_46746.png,benign,kaggle
master_dataset/kaggle/benign/benign_57893.png,benign,kaggle
master_dataset/kaggle/benign/benign_92271.png,benign,kaggle
master_dataset/kaggle/benign/benign_8578.png,benign,kaggle
master_dataset/kaggle/benign/benign_78870.png,benign,kaggle
master_dataset/kaggle/benign/benign_67950.png,benign,kaggle
master_dataset/kaggle/benign/benign_76685.png,benign,kaggle
master_dataset/kaggle/benign/benign_59666.png,benign,kaggle
master_dataset/kaggle/benign/benign_21905.png,benign,kaggle
master_dataset/kaggle/benign/benign_41029.png,benign,kaggle
master_dataset/kaggle/benign/benign_10500.png,benign,kaggle
master_dataset/kaggle/benign/benign_82062.png,benign,kaggle
master_dataset/kaggle/benign/benign_56555.png,benign,kaggle
master_dataset/kaggle/benign/benign_59100.png,benign,kaggle
master_dataset/kaggle/benign/benign_95278.png,benign,kaggle
master_dataset/kaggle/benign/benign_10266.png,benign,kaggle
master_dataset/kaggle/benign/benign_56233.png,benign,kaggle
master_dataset/kaggle/benign/benign_82704.png,benign,kaggle
master_dataset/kaggle/benign/benign_17509.png,benign,kaggle
master_dataset/kaggle/benign/benign_49313.png,benign,kaggle
master_dataset/kaggle/benign/benign_92517.png,benign,kaggle
master_dataset/kaggle/benign/benign_46020.png,benign,kaggle
master_dataset/kaggle/benign/benign_60959.png,benign,kaggle
master_dataset/kaggle/benign/benign_16617.png,benign,kaggle
master_dataset/kaggle/benign/benign_28921.png,benign,kaggle
master_dataset/kaggle/benign/benign_6233.png,benign,kaggle
master_dataset/kaggle/benign/benign_50642.png,benign,kaggle
master_dataset/kaggle/benign/benign_84375.png,benign,kaggle
master_dataset/kaggle/benign/benign_41997.png,benign,kaggle
master_dataset/kaggle/benign/benign_70592.png,benign,kaggle
master_dataset/kaggle/benign/benign_19524.png,benign,kaggle
master_dataset/kaggle/benign/benign_9100.png,benign,kaggle
master_dataset/kaggle/benign/benign_93609.png,benign,kaggle
master_dataset/kaggle/benign/benign_94166.png,benign,kaggle
master_dataset/kaggle/benign/benign_40451.png,benign,kaggle
master_dataset/kaggle/benign/benign_37801.png,benign,kaggle
master_dataset/kaggle/benign/benign_71854.png,benign,kaggle
master_dataset/kaggle/benign/benign_60781.png,benign,kaggle
master_dataset/kaggle/benign/benign_11178.png,benign,kaggle
master_dataset/kaggle/benign/benign_89889.png,benign,kaggle
master_dataset/kaggle/benign/benign_12471.png,benign,kaggle
master_dataset/kaggle/benign/benign_63288.png,benign,kaggle
master_dataset/kaggle/benign/benign_2055.png,benign,kaggle
master_dataset/kaggle/benign/benign_54424.png,benign,kaggle
master_dataset/kaggle/benign/benign_80113.png,benign,kaggle
master_dataset/kaggle/benign/benign_65821.png,benign,kaggle
master_dataset/kaggle/benign/benign_43158.png,benign,kaggle
master_dataset/kaggle/benign/benign_23874.png,benign,kaggle
master_dataset/kaggle/benign/benign_90300.png,benign,kaggle
master_dataset/kaggle/benign/benign_44637.png,benign,kaggle
master_dataset/kaggle/benign/benign_72385.png,benign,kaggle
master_dataset/kaggle/benign/benign_98984.png,benign,kaggle
master_dataset/kaggle/benign/benign_89651.png,benign,kaggle
master_dataset/kaggle/benign/benign_45529.png,benign,kaggle
master_dataset/kaggle/benign/benign_14000.png,benign,kaggle
master_dataset/kaggle/benign/benign_4424.png,benign,kaggle
master_dataset/kaggle/benign/benign_52055.png,benign,kaggle
master_dataset/kaggle/benign/benign_32979.png,benign,kaggle
master_dataset/kaggle/benign/benign_86562.png,benign,kaggle
master_dataset/kaggle/benign/benign_99442.png,benign,kaggle
master_dataset/kaggle/benign/benign_62196.png,benign,kaggle
master_dataset/kaggle/benign/benign_96771.png,benign,kaggle
master_dataset/kaggle/benign/benign_447.png,benign,kaggle
master_dataset/kaggle/benign/benign_42246.png,benign,kaggle
master_dataset/kaggle/benign/benign_95250.png,benign,kaggle
master_dataset/kaggle/benign/benign_41767.png,benign,kaggle
master_dataset/kaggle/benign/benign_39804.png,benign,kaggle
master_dataset/kaggle/benign/benign_59128.png,benign,kaggle
master_dataset/kaggle/benign/benign_60971.png,benign,kaggle
master_dataset/kaggle/benign/benign_18612.png,benign,kaggle
master_dataset/kaggle/benign/benign_46008.png,benign,kaggle
master_dataset/kaggle/benign/benign_8236.png,benign,kaggle
master_dataset/kaggle/benign/benign_26924.png,benign,kaggle
master_dataset/kaggle/benign/benign_17521.png,benign,kaggle
master_dataset/kaggle/benign/benign_7105.png,benign,kaggle
master_dataset/kaggle/benign/benign_51574.png,benign,kaggle
master_dataset/kaggle/benign/benign_85043.png,benign,kaggle
master_dataset/kaggle/benign/benign_93621.png,benign,kaggle
master_dataset/kaggle/benign/benign_9128.png,benign,kaggle
master_dataset/kaggle/benign/benign_47316.png,benign,kaggle
master_dataset/kaggle/benign/benign_21093.png,benign,kaggle
master_dataset/kaggle/benign/benign_28909.png,benign,kaggle
master_dataset/kaggle/benign/benign_48025.png,benign,kaggle
master_dataset/kaggle/benign/benign_11150.png,benign,kaggle
master_dataset/kaggle/benign/benign_1574.png,benign,kaggle
master_dataset/kaggle/benign/benign_57105.png,benign,kaggle
master_dataset/kaggle/benign/benign_37829.png,benign,kaggle
master_dataset/kaggle/benign/benign_83432.png,benign,kaggle
master_dataset/kaggle/benign/benign_58236.png,benign,kaggle
master_dataset/kaggle/benign/benign_40479.png,benign,kaggle
master_dataset/kaggle/benign/benign_31280.png,benign,kaggle
master_dataset/kaggle/benign/benign_97447.png,benign,kaggle
master_dataset/kaggle/benign/benign_32789.png,benign,kaggle
master_dataset/kaggle/benign/benign_43170.png,benign,kaggle
master_dataset/kaggle/benign/benign_65809.png,benign,kaggle
master_dataset/kaggle/benign/benign_98774.png,benign,kaggle
master_dataset/kaggle/benign/benign_12459.png,benign,kaggle
master_dataset/kaggle/benign/benign_15336.png,benign,kaggle
master_dataset/kaggle/benign/benign_5712.png,benign,kaggle
master_dataset/kaggle/benign/benign_53363.png,benign,kaggle
master_dataset/kaggle/benign/benign_96981.png,benign,kaggle
master_dataset/kaggle/benign/benign_87654.png,benign,kaggle
master_dataset/kaggle/benign/benign_88567.png,benign,kaggle
master_dataset/kaggle/benign/benign_90328.png,benign,kaggle
master_dataset/kaggle/benign/benign_32951.png,benign,kaggle
master_dataset/kaggle/benign/benign_23684.png,benign,kaggle
master_dataset/kaggle/benign/benign_74904.png,benign,kaggle
master_dataset/kaggle/benign/benign_14028.png,benign,kaggle
master_dataset/kaggle/benign/benign_91036.png,benign,kaggle
master_dataset/kaggle/benign/benign_45501.png,benign,kaggle
master_dataset/kaggle/benign/benign_89679.png,benign,kaggle
master_dataset/kaggle/benign/benign_33497.png,benign,kaggle
master_dataset/kaggle/benign/benign_96759.png,benign,kaggle
master_dataset/kaggle/benign/benign_13747.png,benign,kaggle
master_dataset/kaggle/benign/benign_3363.png,benign,kaggle
master_dataset/kaggle/benign/benign_55712.png,benign,kaggle
master_dataset/kaggle/benign/benign_81225.png,benign,kaggle
master_dataset/kaggle/benign/benign_309.png,benign,kaggle
master_dataset/kaggle/benign/benign_42508.png,benign,kaggle
master_dataset/kaggle/benign/benign_3405.png,benign,kaggle
master_dataset/kaggle/benign/benign_13021.png,benign,kaggle
master_dataset/kaggle/benign/benign_35958.png,benign,kaggle
master_dataset/kaggle/benign/benign_81543.png,benign,kaggle
master_dataset/kaggle/benign/benign_55074.png,benign,kaggle
master_dataset/kaggle/benign/benign_80885.png,benign,kaggle
master_dataset/kaggle/benign/benign_45267.png,benign,kaggle
master_dataset/kaggle/benign/benign_91750.png,benign,kaggle
master_dataset/kaggle/benign/benign_5074.png,benign,kaggle
master_dataset/kaggle/benign/benign_15450.png,benign,kaggle
master_dataset/kaggle/benign/benign_87132.png,benign,kaggle
master_dataset/kaggle/benign/benign_53405.png,benign,kaggle
master_dataset/kaggle/benign/benign_62800.png,benign,kaggle
master_dataset/kaggle/benign/benign_88201.png,benign,kaggle
master_dataset/kaggle/benign/benign_24855.png,benign,kaggle
master_dataset/kaggle/benign/benign_35780.png,benign,kaggle
master_dataset/kaggle/benign/benign_44179.png,benign,kaggle
master_dataset/kaggle/benign/benign_43616.png,benign,kaggle
master_dataset/kaggle/benign/benign_97321.png,benign,kaggle
master_dataset/kaggle/benign/benign_14996.png,benign,kaggle
master_dataset/kaggle/benign/benign_91988.png,benign,kaggle
master_dataset/kaggle/benign/benign_25593.png,benign,kaggle
master_dataset/kaggle/benign/benign_98012.png,benign,kaggle
master_dataset/kaggle/benign/benign_1212.png,benign,kaggle
master_dataset/kaggle/benign/benign_11636.png,benign,kaggle
master_dataset/kaggle/benign/benign_83354.png,benign,kaggle
master_dataset/kaggle/benign/benign_69955.png,benign,kaggle
master_dataset/kaggle/benign/benign_57663.png,benign,kaggle
master_dataset/kaggle/benign/benign_78680.png,benign,kaggle
master_dataset/kaggle/benign/benign_58550.png,benign,kaggle
master_dataset/kaggle/benign/benign_94628.png,benign,kaggle
master_dataset/kaggle/benign/benign_47470.png,benign,kaggle
master_dataset/kaggle/benign/benign_36289.png,benign,kaggle
master_dataset/kaggle/benign/benign_68493.png,benign,kaggle
master_dataset/kaggle/benign/benign_93147.png,benign,kaggle
master_dataset/kaggle/benign/benign_30820.png,benign,kaggle
master_dataset/kaggle/benign/benign_16159.png,benign,kaggle
master_dataset/kaggle/benign/benign_48743.png,benign,kaggle
master_dataset/kaggle/benign/benign_76875.png,benign,kaggle
master_dataset/kaggle/benign/benign_59896.png,benign,kaggle
master_dataset/kaggle/benign/benign_8550.png,benign,kaggle
master_dataset/kaggle/benign/benign_78858.png,benign,kaggle
master_dataset/kaggle/benign/benign_92259.png,benign,kaggle
master_dataset/kaggle/benign/benign_18174.png,benign,kaggle
master_dataset/kaggle/benign/benign_37197.png,benign,kaggle
master_dataset/kaggle/benign/benign_7663.png,benign,kaggle
master_dataset/kaggle/benign/benign_17247.png,benign,kaggle
master_dataset/kaggle/benign/benign_85725.png,benign,kaggle
master_dataset/kaggle/benign/benign_51212.png,benign,kaggle
master_dataset/kaggle/benign/benign_9896.png,benign,kaggle
master_dataset/kaggle/benign/benign_27384.png,benign,kaggle
master_dataset/kaggle/benign/benign_10528.png,benign,kaggle
master_dataset/kaggle/benign/benign_41001.png,benign,kaggle
master_dataset/kaggle/benign/benign_95536.png,benign,kaggle
master_dataset/kaggle/benign/benign_67978.png,benign,kaggle
master_dataset/kaggle/benign/benign_78694.png,benign,kaggle
master_dataset/kaggle/benign/benign_57677.png,benign,kaggle
master_dataset/kaggle/benign/benign_69941.png,benign,kaggle
master_dataset/kaggle/benign/benign_83340.png,benign,kaggle
master_dataset/kaggle/benign/benign_11622.png,benign,kaggle
master_dataset/kaggle/benign/benign_1206.png,benign,kaggle
master_dataset/kaggle/benign/benign_58544.png,benign,kaggle
master_dataset/kaggle/benign/benign_93153.png,benign,kaggle
master_dataset/kaggle/benign/benign_68487.png,benign,kaggle
master_dataset/kaggle/benign/benign_47464.png,benign,kaggle
master_dataset/kaggle/benign/benign_59882.png,benign,kaggle
master_dataset/kaggle/benign/benign_6569.png,benign,kaggle
master_dataset/kaggle/benign/benign_76861.png,benign,kaggle
master_dataset/kaggle/benign/benign_48757.png,benign,kaggle
master_dataset/kaggle/benign/benign_30834.png,benign,kaggle
master_dataset/kaggle/benign/benign_50118.png,benign,kaggle
master_dataset/kaggle/benign/benign_37183.png,benign,kaggle
master_dataset/kaggle/benign/benign_69799.png,benign,kaggle
master_dataset/kaggle/benign/benign_18160.png,benign,kaggle
master_dataset/kaggle/benign/benign_8544.png,benign,kaggle
master_dataset/kaggle/benign/benign_51206.png,benign,kaggle
master_dataset/kaggle/benign/benign_85731.png,benign,kaggle
master_dataset/kaggle/benign/benign_17253.png,benign,kaggle
master_dataset/kaggle/benign/benign_49449.png,benign,kaggle
master_dataset/kaggle/benign/benign_7677.png,benign,kaggle
master_dataset/kaggle/benign/benign_27390.png,benign,kaggle
master_dataset/kaggle/benign/benign_56569.png,benign,kaggle
master_dataset/kaggle/benign/benign_9882.png,benign,kaggle
master_dataset/kaggle/benign/benign_95522.png,benign,kaggle
master_dataset/kaggle/benign/benign_21939.png,benign,kaggle
master_dataset/kaggle/benign/benign_41015.png,benign,kaggle
master_dataset/kaggle/benign/benign_55060.png,benign,kaggle
master_dataset/kaggle/benign/benign_24699.png,benign,kaggle
master_dataset/kaggle/benign/benign_81557.png,benign,kaggle
master_dataset/kaggle/benign/benign_13035.png,benign,kaggle
master_dataset/kaggle/benign/benign_3411.png,benign,kaggle
master_dataset/kaggle/benign/benign_73919.png,benign,kaggle
master_dataset/kaggle/benign/benign_99318.png,benign,kaggle
master_dataset/kaggle/benign/benign_86238.png,benign,kaggle
master_dataset/kaggle/benign/benign_91744.png,benign,kaggle
master_dataset/kaggle/benign/benign_45273.png,benign,kaggle
master_dataset/kaggle/benign/benign_80891.png,benign,kaggle
master_dataset/kaggle/benign/benign_53411.png,benign,kaggle
master_dataset/kaggle/benign/benign_87126.png,benign,kaggle
master_dataset/kaggle/benign/benign_15444.png,benign,kaggle
master_dataset/kaggle/benign/benign_5060.png,benign,kaggle
master_dataset/kaggle/benign/benign_35794.png,benign,kaggle
master_dataset/kaggle/benign/benign_24841.png,benign,kaggle
master_dataset/kaggle/benign/benign_88215.png,benign,kaggle
master_dataset/kaggle/benign/benign_62814.png,benign,kaggle
master_dataset/kaggle/benign/benign_14982.png,benign,kaggle
master_dataset/kaggle/benign/benign_97335.png,benign,kaggle
master_dataset/kaggle/benign/benign_43602.png,benign,kaggle
master_dataset/kaggle/benign/benign_98006.png,benign,kaggle
master_dataset/kaggle/benign/benign_80649.png,benign,kaggle
master_dataset/kaggle/benign/benign_25587.png,benign,kaggle
master_dataset/kaggle/benign/benign_43164.png,benign,kaggle
master_dataset/kaggle/benign/benign_97453.png,benign,kaggle
master_dataset/kaggle/benign/benign_23848.png,benign,kaggle
master_dataset/kaggle/benign/benign_98760.png,benign,kaggle
master_dataset/kaggle/benign/benign_2069.png,benign,kaggle
master_dataset/kaggle/benign/benign_54418.png,benign,kaggle
master_dataset/kaggle/benign/benign_87640.png,benign,kaggle
master_dataset/kaggle/benign/benign_96995.png,benign,kaggle
master_dataset/kaggle/benign/benign_53377.png,benign,kaggle
master_dataset/kaggle/benign/benign_5706.png,benign,kaggle
master_dataset/kaggle/benign/benign_15322.png,benign,kaggle
master_dataset/kaggle/benign/benign_88573.png,benign,kaggle
master_dataset/kaggle/benign/benign_4418.png,benign,kaggle
master_dataset/kaggle/benign/benign_74910.png,benign,kaggle
master_dataset/kaggle/benign/benign_52069.png,benign,kaggle
master_dataset/kaggle/benign/benign_23690.png,benign,kaggle
master_dataset/kaggle/benign/benign_32945.png,benign,kaggle
master_dataset/kaggle/benign/benign_45515.png,benign,kaggle
master_dataset/kaggle/benign/benign_91022.png,benign,kaggle
master_dataset/kaggle/benign/benign_33483.png,benign,kaggle
master_dataset/kaggle/benign/benign_87898.png,benign,kaggle
master_dataset/kaggle/benign/benign_81231.png,benign,kaggle
master_dataset/kaggle/benign/benign_55706.png,benign,kaggle
master_dataset/kaggle/benign/benign_3377.png,benign,kaggle
master_dataset/kaggle/benign/benign_13753.png,benign,kaggle
master_dataset/kaggle/benign/benign_82738.png,benign,kaggle
master_dataset/kaggle/benign/benign_39810.png,benign,kaggle
master_dataset/kaggle/benign/benign_41773.png,benign,kaggle
master_dataset/kaggle/benign/benign_95244.png,benign,kaggle
master_dataset/kaggle/benign/benign_26930.png,benign,kaggle
master_dataset/kaggle/benign/benign_8222.png,benign,kaggle
master_dataset/kaggle/benign/benign_18606.png,benign,kaggle
master_dataset/kaggle/benign/benign_60965.png,benign,kaggle
master_dataset/kaggle/benign/benign_85057.png,benign,kaggle
master_dataset/kaggle/benign/benign_20399.png,benign,kaggle
master_dataset/kaggle/benign/benign_51560.png,benign,kaggle
master_dataset/kaggle/benign/benign_7111.png,benign,kaggle
master_dataset/kaggle/benign/benign_17535.png,benign,kaggle
master_dataset/kaggle/benign/benign_19518.png,benign,kaggle
master_dataset/kaggle/benign/benign_47302.png,benign,kaggle
master_dataset/kaggle/benign/benign_93635.png,benign,kaggle
master_dataset/kaggle/benign/benign_48031.png,benign,kaggle
master_dataset/kaggle/benign/benign_21087.png,benign,kaggle
master_dataset/kaggle/benign/benign_84349.png,benign,kaggle
master_dataset/kaggle/benign/benign_83426.png,benign,kaggle
master_dataset/kaggle/benign/benign_57111.png,benign,kaggle
master_dataset/kaggle/benign/benign_1560.png,benign,kaggle
master_dataset/kaggle/benign/benign_71868.png,benign,kaggle
master_dataset/kaggle/benign/benign_11144.png,benign,kaggle
master_dataset/kaggle/benign/benign_31294.png,benign,kaggle
master_dataset/kaggle/benign/benign_58222.png,benign,kaggle
master_dataset/kaggle/benign/benign_39623.png,benign,kaggle
master_dataset/kaggle/benign/benign_67039.png,benign,kaggle
master_dataset/kaggle/benign/benign_41940.png,benign,kaggle
master_dataset/kaggle/benign/benign_50695.png,benign,kaggle
master_dataset/kaggle/benign/benign_70545.png,benign,kaggle
master_dataset/kaggle/benign/benign_36510.png,benign,kaggle
master_dataset/kaggle/benign/benign_40486.png,benign,kaggle
master_dataset/kaggle/benign/benign_29430.png,benign,kaggle
master_dataset/kaggle/benign/benign_78119.png,benign,kaggle
master_dataset/kaggle/benign/benign_26703.png,benign,kaggle
master_dataset/kaggle/benign/benign_18835.png,benign,kaggle
master_dataset/kaggle/benign/benign_60756.png,benign,kaggle
master_dataset/kaggle/benign/benign_71883.png,benign,kaggle
master_dataset/kaggle/benign/benign_16818.png,benign,kaggle
master_dataset/kaggle/benign/benign_76134.png,benign,kaggle
master_dataset/kaggle/benign/benign_30161.png,benign,kaggle
master_dataset/kaggle/benign/benign_41798.png,benign,kaggle
master_dataset/kaggle/benign/benign_61448.png,benign,kaggle
master_dataset/kaggle/benign/benign_93806.png,benign,kaggle
master_dataset/kaggle/benign/benign_79207.png,benign,kaggle
master_dataset/kaggle/benign/benign_20372.png,benign,kaggle
master_dataset/kaggle/benign/benign_66327.png,benign,kaggle
master_dataset/kaggle/benign/benign_69014.png,benign,kaggle
master_dataset/kaggle/benign/benign_89686.png,benign,kaggle
master_dataset/kaggle/benign/benign_72352.png,benign,kaggle
master_dataset/kaggle/benign/benign_98953.png,benign,kaggle
master_dataset/kaggle/benign/benign_34307.png,benign,kaggle
master_dataset/kaggle/benign/benign_52082.png,benign,kaggle
master_dataset/kaggle/benign/benign_24114.png,benign,kaggle
master_dataset/kaggle/benign/benign_44838.png,benign,kaggle
master_dataset/kaggle/benign/benign_62141.png,benign,kaggle
master_dataset/kaggle/benign/benign_99495.png,benign,kaggle
master_dataset/kaggle/benign/benign_490.png,benign,kaggle
master_dataset/kaggle/benign/benign_42291.png,benign,kaggle
master_dataset/kaggle/benign/benign_87873.png,benign,kaggle
