filepath,label,source
master_dataset/kaggle/benign/benign_64158.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_40_416300.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_346915.png,malicious,kaggle
master_dataset/kaggle/benign/benign_95149.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_20_416284.png,malicious,multi version
master_dataset/kaggle/benign/benign_42640.png,benign,kaggle
master_dataset/kaggle/benign/benign_41036.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100027.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_2_416273.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_348729.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_30_100003.png,benign,multi version
master_dataset/multi version/benign/benign_version_20_100003.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_40_416269.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_40_416302.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_345465.png,malicious,kaggle
master_dataset/kaggle/benign/benign_50985.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100031.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_40_416302.png,malicious,multi version
master_dataset/mendeley/benign/qr_13_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_331920.png,malicious,kaggle
master_dataset/mendeley/benign/qr_443_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_352385.png,malicious,kaggle
master_dataset/mendeley/benign/qr_5_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_185_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_40_100036.png,benign,multi version
master_dataset/mendeley/malicious/qr_183_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_20_100033.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_20_416284.png,malicious,multi version
master_dataset/multi version/benign/benign_version_10_100025.png,benign,multi version
master_dataset/mendeley/malicious/qr_333_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_25230.png,benign,kaggle
master_dataset/mendeley/benign/qr_22_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_374409.png,malicious,kaggle
master_dataset/kaggle/benign/benign_55968.png,benign,kaggle
master_dataset/multi version/benign/benign_version_3_100008.png,benign,multi version
master_dataset/kaggle/benign/benign_42356.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_412804.png,malicious,kaggle
master_dataset/kaggle/benign/benign_94313.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_366032.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_40_416268.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_341653.png,malicious,kaggle
master_dataset/kaggle/benign/benign_65396.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_3_416290.png,malicious,multi version
master_dataset/multi version/benign/benign_version_10_100013.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_2_416288.png,malicious,multi version
master_dataset/mendeley/benign/qr_148_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_20_100025.png,benign,multi version
master_dataset/mendeley/malicious/qr_311_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_358451.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_20_100007.png,benign,multi version
master_dataset/mendeley/malicious/qr_418_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_10_100014.png,benign,multi version
master_dataset/kaggle/malicious/malicious_380524.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_406662.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_396_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_406476.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_358303.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_3_100036.png,benign,multi version
master_dataset/mendeley/malicious/qr_129_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_327686.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_2_416267.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_20_416255.png,malicious,multi version
master_dataset/mendeley/benign/qr_293_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_330282.png,malicious,kaggle
master_dataset/kaggle/benign/benign_43677.png,benign,kaggle
master_dataset/kaggle/benign/benign_67382.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100049.png,benign,multi version
master_dataset/kaggle/malicious/malicious_413540.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_373692.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_40_100000.png,benign,multi version
master_dataset/kaggle/benign/benign_48818.png,benign,kaggle
master_dataset/mendeley/malicious/qr_322_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_213_malicious_images.png,malicious,mendeley
master_dataset/multi version/malicious/malicious_version_30_416273.png,malicious,multi version
master_dataset/multi version/benign/benign_version_2_100028.png,benign,multi version
master_dataset/kaggle/malicious/malicious_371380.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_1_100044.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_30_416266.png,malicious,multi version
master_dataset/mendeley/benign/qr_262_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_2_100016.png,benign,multi version
master_dataset/kaggle/benign/benign_33406.png,benign,kaggle
master_dataset/mendeley/benign/qr_295_benign_images.png,benign,mendeley
master_dataset/mendeley/malicious/qr_373_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_355401.png,malicious,kaggle
master_dataset/kaggle/benign/benign_86849.png,benign,kaggle
master_dataset/mendeley/malicious/qr_73_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_472_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_36097.png,benign,kaggle
master_dataset/mendeley/malicious/qr_142_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_7486.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_328017.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_393569.png,malicious,kaggle
master_dataset/kaggle/benign/benign_98611.png,benign,kaggle
master_dataset/kaggle/benign/benign_57566.png,benign,kaggle
master_dataset/mendeley/benign/qr_244_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_10_100049.png,benign,multi version
master_dataset/mendeley/benign/qr_471_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_30_416254.png,malicious,multi version
master_dataset/mendeley/malicious/qr_183_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_371816.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_3_100008.png,benign,multi version
master_dataset/kaggle/malicious/malicious_360348.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_40_416273.png,malicious,multi version
master_dataset/mendeley/malicious/qr_313_malicious_images.png,malicious,mendeley
master_dataset/multi version/malicious/malicious_version_10_416263.png,malicious,multi version
master_dataset/mendeley/benign/qr_272_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_47412.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100048.png,benign,multi version
master_dataset/kaggle/benign/benign_54028.png,benign,kaggle
master_dataset/mendeley/malicious/qr_110_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_51_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_284_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_104_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_30_416274.png,malicious,multi version
master_dataset/mendeley/malicious/qr_254_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_40_100047.png,benign,multi version
master_dataset/kaggle/benign/benign_65775.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_327676.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_3_416290.png,malicious,multi version
master_dataset/multi version/benign/benign_version_40_100049.png,benign,multi version
master_dataset/kaggle/benign/benign_90253.png,benign,kaggle
master_dataset/kaggle/benign/benign_26932.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100045.png,benign,multi version
master_dataset/kaggle/benign/benign_72137.png,benign,kaggle
master_dataset/mendeley/benign/qr_251_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_10_416265.png,malicious,multi version
master_dataset/mendeley/malicious/qr_363_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_291_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_275_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_20_100040.png,benign,multi version
master_dataset/kaggle/benign/benign_29425.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_30_416297.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_397354.png,malicious,kaggle
master_dataset/mendeley/benign/qr_137_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_401263.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_20_416279.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_3_416294.png,malicious,multi version
master_dataset/kaggle/benign/benign_7312.png,benign,kaggle
master_dataset/mendeley/benign/qr_89_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_27_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_81081.png,benign,kaggle
master_dataset/multi version/benign/benign_version_2_100006.png,benign,multi version
master_dataset/multi version/benign/benign_version_10_100013.png,benign,multi version
master_dataset/mendeley/malicious/qr_154_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_287_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_133_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_142_benign_images.png,benign,mendeley
master_dataset/mendeley/malicious/qr_363_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_45770.png,benign,kaggle
master_dataset/multi version/benign/benign_version_20_100026.png,benign,multi version
master_dataset/kaggle/malicious/malicious_356505.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_57_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_40_100006.png,benign,multi version
master_dataset/mendeley/benign/qr_164_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_413051.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_20_416259.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_372691.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_387495.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_159_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_333_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_323131.png,malicious,kaggle
master_dataset/kaggle/benign/benign_68717.png,benign,kaggle
master_dataset/mendeley/malicious/qr_276_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_99195.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_392650.png,malicious,kaggle
master_dataset/mendeley/benign/qr_194_benign_images.png,benign,mendeley
master_dataset/mendeley/malicious/qr_204_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_389799.png,malicious,kaggle
master_dataset/mendeley/benign/qr_307_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_91334.png,benign,kaggle
master_dataset/mendeley/malicious/qr_320_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_83160.png,benign,kaggle
master_dataset/mendeley/benign/qr_324_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_20_416276.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_382294.png,malicious,kaggle
master_dataset/mendeley/benign/qr_175_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_365315.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_40_100006.png,benign,multi version
master_dataset/mendeley/benign/qr_32_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_408284.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_20_416268.png,malicious,multi version
master_dataset/mendeley/benign/qr_18_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_40_100040.png,benign,multi version
master_dataset/mendeley/benign/qr_148_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_279_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_40_100028.png,benign,multi version
master_dataset/kaggle/benign/benign_80513.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_40_416264.png,malicious,multi version
master_dataset/mendeley/malicious/qr_127_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_396465.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_20_100000.png,benign,multi version
master_dataset/kaggle/benign/benign_70896.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_405492.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_337379.png,malicious,kaggle
master_dataset/kaggle/benign/benign_27959.png,benign,kaggle
master_dataset/mendeley/malicious/qr_474_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_10_100048.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_30_416263.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_318356.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_10_100020.png,benign,multi version
master_dataset/multi version/benign/benign_version_10_100039.png,benign,multi version
master_dataset/kaggle/benign/benign_376.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100005.png,benign,multi version
master_dataset/multi version/benign/benign_version_20_100036.png,benign,multi version
master_dataset/mendeley/malicious/qr_41_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_276_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_46807.png,benign,kaggle
master_dataset/mendeley/malicious/qr_258_malicious_images.png,malicious,mendeley
master_dataset/multi version/malicious/malicious_version_20_416272.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_318178.png,malicious,kaggle
master_dataset/kaggle/benign/benign_48009.png,benign,kaggle
master_dataset/kaggle/benign/benign_85390.png,benign,kaggle
master_dataset/kaggle/benign/benign_33717.png,benign,kaggle
master_dataset/multi version/benign/benign_version_3_100031.png,benign,multi version
master_dataset/mendeley/benign/qr_363_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_398_benign_images.png,benign,mendeley
master_dataset/mendeley/malicious/qr_389_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_30_100034.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_20_416294.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_30_416265.png,malicious,multi version
master_dataset/kaggle/benign/benign_88580.png,benign,kaggle
master_dataset/kaggle/benign/benign_27152.png,benign,kaggle
master_dataset/kaggle/benign/benign_91575.png,benign,kaggle
master_dataset/mendeley/benign/qr_114_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_30_416296.png,malicious,multi version
master_dataset/multi version/benign/benign_version_40_100000.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_20_416284.png,malicious,multi version
master_dataset/mendeley/malicious/qr_244_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_1856.png,benign,kaggle
master_dataset/multi version/benign/benign_version_30_100004.png,benign,multi version
master_dataset/kaggle/benign/benign_7611.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100042.png,benign,multi version
master_dataset/kaggle/malicious/malicious_335465.png,malicious,kaggle
master_dataset/mendeley/benign/qr_37_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_36272.png,benign,kaggle
master_dataset/multi version/benign/benign_version_40_100041.png,benign,multi version
master_dataset/mendeley/benign/qr_134_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_20_416294.png,malicious,multi version
master_dataset/multi version/benign/benign_version_40_100009.png,benign,multi version
master_dataset/mendeley/malicious/qr_5_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_355551.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_10_416301.png,malicious,multi version
master_dataset/kaggle/benign/benign_81192.png,benign,kaggle
master_dataset/kaggle/benign/benign_52705.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_30_416273.png,malicious,multi version
master_dataset/kaggle/benign/benign_64556.png,benign,kaggle
master_dataset/kaggle/benign/benign_52235.png,benign,kaggle
master_dataset/kaggle/benign/benign_32869.png,benign,kaggle
master_dataset/mendeley/benign/qr_97_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_393312.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_299_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_83_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_27776.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_40_416269.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_20_416294.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_20_416264.png,malicious,multi version
master_dataset/multi version/benign/benign_version_10_100002.png,benign,multi version
master_dataset/multi version/benign/benign_version_10_100013.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_20_416298.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_320897.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_20_416301.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_401560.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_30_416272.png,malicious,multi version
master_dataset/kaggle/benign/benign_35910.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_407970.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_343635.png,malicious,kaggle
master_dataset/kaggle/benign/benign_99329.png,benign,kaggle
master_dataset/mendeley/malicious/qr_97_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_52088.png,benign,kaggle
master_dataset/mendeley/benign/qr_260_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_47_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_30_416264.png,malicious,multi version
master_dataset/multi version/benign/benign_version_2_100049.png,benign,multi version
master_dataset/mendeley/benign/qr_215_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_380884.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_10_416256.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_326535.png,malicious,kaggle
master_dataset/kaggle/benign/benign_40903.png,benign,kaggle
master_dataset/multi version/benign/benign_version_30_100030.png,benign,multi version
master_dataset/mendeley/malicious/qr_371_malicious_images.png,malicious,mendeley
master_dataset/mendeley/malicious/qr_305_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_65958.png,benign,kaggle
master_dataset/kaggle/benign/benign_69671.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_394374.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_355660.png,malicious,kaggle
master_dataset/kaggle/malicious/malicious_394330.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_2_416259.png,malicious,multi version
master_dataset/kaggle/benign/benign_20667.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_40_416271.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_387742.png,malicious,kaggle
master_dataset/mendeley/benign/qr_261_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_3_100035.png,benign,multi version
master_dataset/mendeley/malicious/qr_8_malicious_images.png,malicious,mendeley
master_dataset/kaggle/benign/benign_4206.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_40_416291.png,malicious,multi version
master_dataset/mendeley/benign/qr_486_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_20_416297.png,malicious,multi version
master_dataset/kaggle/benign/benign_64444.png,benign,kaggle
master_dataset/mendeley/benign/qr_225_benign_images.png,benign,mendeley
master_dataset/multi version/malicious/malicious_version_10_416265.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_40_416265.png,malicious,multi version
master_dataset/kaggle/benign/benign_18552.png,benign,kaggle
master_dataset/mendeley/malicious/qr_277_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_370906.png,malicious,kaggle
master_dataset/kaggle/benign/benign_29222.png,benign,kaggle
master_dataset/multi version/benign/benign_version_20_100039.png,benign,multi version
master_dataset/kaggle/malicious/malicious_329091.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_29_malicious_images.png,malicious,mendeley
master_dataset/multi version/malicious/malicious_version_40_416295.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_30_416269.png,malicious,multi version
master_dataset/mendeley/malicious/qr_87_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_349_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_247_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_393454.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_30_416266.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_30_416303.png,malicious,multi version
master_dataset/multi version/malicious/malicious_version_20_416274.png,malicious,multi version
master_dataset/multi version/benign/benign_version_10_100020.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_3_416296.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_366424.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_43_malicious_images.png,malicious,mendeley
master_dataset/multi version/benign/benign_version_20_100015.png,benign,multi version
master_dataset/kaggle/malicious/malicious_397917.png,malicious,kaggle
master_dataset/mendeley/malicious/qr_29_malicious_images.png,malicious,mendeley
master_dataset/mendeley/benign/qr_334_benign_images.png,benign,mendeley
master_dataset/mendeley/benign/qr_107_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_1790.png,benign,kaggle
master_dataset/mendeley/benign/qr_348_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_70545.png,benign,kaggle
master_dataset/multi version/malicious/malicious_version_40_416295.png,malicious,multi version
master_dataset/multi version/benign/benign_version_20_100022.png,benign,multi version
master_dataset/mendeley/benign/qr_107_benign_images.png,benign,mendeley
master_dataset/kaggle/benign/benign_73937.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_318822.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_3_100036.png,benign,multi version
master_dataset/kaggle/benign/benign_6392.png,benign,kaggle
master_dataset/kaggle/benign/benign_21099.png,benign,kaggle
master_dataset/kaggle/benign/benign_63081.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_386855.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_10_100005.png,benign,multi version
master_dataset/multi version/benign/benign_version_20_100022.png,benign,multi version
master_dataset/multi version/benign/benign_version_10_100040.png,benign,multi version
master_dataset/kaggle/malicious/malicious_349912.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_10_100004.png,benign,multi version
master_dataset/multi version/benign/benign_version_3_100024.png,benign,multi version
master_dataset/multi version/benign/benign_version_30_100046.png,benign,multi version
master_dataset/kaggle/malicious/malicious_401729.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_10_100045.png,benign,multi version
master_dataset/kaggle/benign/benign_45240.png,benign,kaggle
master_dataset/kaggle/malicious/malicious_354885.png,malicious,kaggle
master_dataset/mendeley/benign/qr_236_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_20_100007.png,benign,multi version
master_dataset/multi version/malicious/malicious_version_10_416256.png,malicious,multi version
master_dataset/mendeley/benign/qr_418_benign_images.png,benign,mendeley
master_dataset/multi version/benign/benign_version_30_100019.png,benign,multi version
master_dataset/multi version/benign/benign_version_30_100004.png,benign,multi version
master_dataset/multi version/benign/benign_version_20_100031.png,benign,multi version
master_dataset/mendeley/benign/qr_385_benign_images.png,benign,mendeley
master_dataset/kaggle/malicious/malicious_413350.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_40_416269.png,malicious,multi version
master_dataset/multi version/benign/benign_version_10_100007.png,benign,multi version
master_dataset/mendeley/malicious/qr_295_malicious_images.png,malicious,mendeley
master_dataset/multi version/malicious/malicious_version_20_416291.png,malicious,multi version
master_dataset/kaggle/malicious/malicious_342319.png,malicious,kaggle
master_dataset/multi version/benign/benign_version_40_100002.png,benign,multi version
master_dataset/kaggle/malicious/malicious_318206.png,malicious,kaggle
master_dataset/kaggle/benign/benign_24125.png,benign,kaggle
master_dataset/mendeley/malicious/qr_269_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_340693.png,malicious,kaggle
master_dataset/multi version/malicious/malicious_version_30_416258.png,malicious,multi version
master_dataset/mendeley/benign/qr_298_benign_images.png,benign,mendeley
master_dataset/mendeley/malicious/qr_180_malicious_images.png,malicious,mendeley
master_dataset/kaggle/malicious/malicious_395051.png,malicious,kaggle
master_dataset/kaggle/benign/benign_75578.png,benign,kaggle
